pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,sy_plx,sy_dist.1,discoverymethod,disc_year,pl_type
Kepler-283 c,Kepler-283,92.74935577,0.3378,0.0,2.055,335.4336156600005,,,0.95,240.0,89.99,4250.0,0.63,0.66,-0.931,-0.2,4.66,468.094,2.10822,468.094,Transit,2014,Unknown
Kepler-284 b,Kepler-284,12.69906344,0.0975,0.0,2.228,122.4855519200001,,,39.9,686.0,88.51,5366.0,0.78,0.93,-0.341,-0.26,4.62,1031.95,0.940924,1031.95,Transit,2014,Unknown
Kepler-284 c,Kepler-284,37.5141963,0.20076,0.0,2.562,136.58496557999996,,,9.4,478.0,89.6,5366.0,0.78,0.93,-0.341,-0.26,4.62,1031.95,0.940924,1031.95,Transit,2014,Unknown
Kepler-285 b,Kepler-285,2.63386536,0.03624,0.0,1.478,162.8439475399999,,,384.2,1131.0,88.82,5282.0,0.87,0.91,-0.279,0.17,4.52,824.31,1.1846,824.31,Transit,2014,Unknown
Kepler-285 c,Kepler-285,6.18669653,0.06405,0.0,1.173,125.28869036000016,,,123.0,851.0,89.95,5282.0,0.87,0.91,-0.279,0.17,4.52,824.31,1.1846,824.31,Transit,2014,Unknown
Kepler-286 b,Kepler-286,1.79629794,0.0272,0.0,1.296,144.73774429999975,,,850.1,1367.0,89.88,5600.0,0.93,0.99,-0.116,-0.25,4.5,1226.85,0.789465,1226.85,Transit,2014,Unknown
Kepler-286 c,Kepler-286,3.46803445,0.04215,0.0,1.388,139.59161809999983,,,353.0,1098.0,89.28,5600.0,0.93,0.99,-0.116,-0.25,4.5,1226.85,0.789465,1226.85,Transit,2014,Unknown
Kepler-286 d,Kepler-286,5.91430094,0.06018,0.0,1.391,114.93378334000012,,,173.9,919.0,89.87,5600.0,0.93,0.99,-0.116,-0.25,4.5,1226.85,0.789465,1226.85,Transit,2014,Unknown
Kepler-286 e,Kepler-286,29.22123577,0.17454,0.0,1.688,116.34268996000004,,,20.6,539.0,88.78,5600.0,0.93,0.99,-0.116,-0.25,4.5,1226.85,0.789465,1226.85,Transit,2014,Unknown
Kepler-287 b,Kepler-287,20.34212338,0.14404,0.0,2.152,120.58430404000012,,,33.6,667.0,88.83,5486.3,0.95,0.96,-0.134,0.117,4.47,835.86,1.16777,835.86,Transit,2014,Unknown
Kepler-287 c,Kepler-287,44.8521071,0.24408,0.0,3.129,134.61641636000002,,,11.7,513.0,89.24,5547.0,0.91,0.96,-0.134,0.12,4.47,835.86,1.16777,835.86,Transit,2014,Unknown
Kepler-288 b,Kepler-288,6.09742549,0.06172,0.0,1.598,136.57994606000008,,,267.7,1197.0,89.95,5670.0,1.11,1.01,0.056,-0.24,4.36,1194.15,0.808926,1194.15,Transit,2014,Unknown
Kepler-288 c,Kepler-288,19.30576136,0.13306,0.0,2.947,145.34066153999987,,,57.7,815.0,90.0,5670.0,1.11,1.01,0.056,-0.24,4.36,1194.15,0.808926,1194.15,Transit,2014,Unknown
Kepler-288 d,Kepler-288,56.6388791,0.27273,0.0,3.513,197.5990734199999,,,13.7,570.0,89.75,5698.0,1.04,0.84,0.056,-0.24,4.36,1194.15,0.808926,1194.15,Transit,2014,Unknown
Kepler-289 b,Kepler-289,34.5383,0.21183,0.0,2.49,3.7,3.7,1.45,25.4,607.0,88.98,5990.0,1.0,1.08,0.061,0.05,4.47,704.438,1.39093,704.438,Transit,2014,Unknown
Kepler-289 c,Kepler-289,125.8723,0.50155,0.0,11.23,157.18,157.18,0.66,4.5,394.0,89.78,5990.0,1.0,1.08,0.061,0.05,4.47,704.438,1.39093,704.438,Transit,2014,Unknown
Kepler-29 b,Kepler-29,10.33974,0.08482,0.0,2.55,5.0,5.0,1.65,55.9,777.0,89.13,5378.0,0.73,0.76,-0.297,-0.44,4.6,832.532,1.17385,832.532,Transit,2011,Unknown
Kepler-29 c,Kepler-29,13.28613,0.10027,0.0,2.34,4.5,4.5,1.91,34.4,715.0,89.97,5378.0,0.73,0.76,-0.297,-0.44,4.6,832.532,1.17385,832.532,Transit,2011,Unknown
Kepler-290 b,Kepler-290,14.58917182,0.10649,0.0,1.999,119.90871490000012,,,23.2,594.0,88.86,4881.0,0.71,0.8,-0.586,-0.1,4.64,694.627,1.41133,694.627,Transit,2014,Unknown
Kepler-290 c,Kepler-290,36.77042443,0.19722,0.0,3.146,134.38212398,,,6.8,437.0,89.44,4881.0,0.71,0.8,-0.586,-0.1,4.64,694.627,1.41133,694.627,Transit,2014,Unknown
Kepler-290 d,Kepler-290,0.76400799,0.01491,0.0,0.89,178.29684609999978,,,1186.2,1589.0,84.79,5142.0,0.76,0.84,-0.586,-0.06,4.6,694.627,1.41133,694.627,Transit,2023,Unknown
Kepler-291 b,Kepler-291,3.54654173,0.04588,0.0,2.605,196.6913063799999,,,604.5,1212.0,86.2,5482.0,1.2,0.96,0.071,0.23,4.26,1786.48,0.53068,1786.48,Transit,2014,Unknown
Kepler-291 c,Kepler-291,5.70072513,0.06297,0.0,2.32,177.59110375999973,,,321.0,1035.0,88.15,5482.0,1.2,0.96,0.071,0.23,4.26,1786.48,0.53068,1786.48,Transit,2014,Unknown
Kepler-292 b,Kepler-292,2.58081782,0.0351,0.0,1.461,163.85536627999988,,,364.8,1130.0,89.0,5193.0,0.84,0.88,-0.337,0.04,4.54,1056.48,0.919771,1056.48,Transit,2014,Unknown
Kepler-292 c,Kepler-292,3.71539942,0.04474,0.0,1.589,148.46561423999975,,,224.4,1001.0,88.25,5193.0,0.84,0.88,-0.337,0.04,4.54,1056.48,0.919771,1056.48,Transit,2014,Unknown
Kepler-292 d,Kepler-292,7.05568327,0.06864,0.0,2.284,133.18583042000023,,,95.7,808.0,89.0,5193.0,0.84,0.88,-0.337,0.04,4.54,1056.48,0.919771,1056.48,Transit,2014,Unknown
Kepler-292 e,Kepler-292,11.97868371,0.09765,0.0,2.543,135.40695454000004,,,47.3,678.0,89.83,5193.0,0.84,0.88,-0.337,0.04,4.54,1056.48,0.919771,1056.48,Transit,2014,Unknown
Kepler-292 f,Kepler-292,20.83433285,0.14123,0.0,2.611,146.21075847999984,,,22.5,563.0,89.56,5193.0,0.84,0.88,-0.337,0.04,4.54,1056.48,0.919771,1056.48,Transit,2014,Unknown
Kepler-293 b,Kepler-293,19.25404056,0.13747,0.0,2.653,135.27523833999996,,,29.8,657.0,88.86,5412.0,0.87,0.94,-0.233,0.1,4.53,974.633,0.997499,974.633,Transit,2014,Unknown
Kepler-293 c,Kepler-293,54.15626716,0.27387,0.0,3.365,191.3503189199998,,,7.5,466.0,88.78,5412.0,0.87,0.94,-0.233,0.1,4.53,974.633,0.997499,974.633,Transit,2014,Unknown
Kepler-294 b,Kepler-294,3.70119732,0.046,0.0,1.727,142.6027014599999,,,322.8,1087.0,89.09,5459.0,0.94,0.95,-0.148,0.11,4.47,1357.01,0.708406,1357.01,Transit,2014,Unknown
Kepler-294 c,Kepler-294,6.62641755,0.06785,0.0,2.705,131.71696894000013,,,148.5,895.0,89.61,5459.0,0.94,0.95,-0.148,0.11,4.47,1357.01,0.708406,1357.01,Transit,2014,Unknown
Kepler-295 b,Kepler-295,12.6450451,0.11063,0.0,3.707,310.7098337599998,,,287.5,741.0,77.82,5253.0,2.27,1.13,,-0.03,4.45,1699.19,0.559493,1699.19,Transit,2014,Unknown
Kepler-295 c,Kepler-295,21.52648147,0.15772,0.0,3.07,337.80670267999983,,,141.4,621.0,86.2,5327.0,2.38,1.13,,-0.03,4.45,1699.19,0.559493,1699.19,Transit,2014,Unknown
Kepler-295 d,Kepler-295,33.88470104,0.1905,0.0,4.629,434.2116526000003,,,104.96,533.0,85.87,5327.0,2.38,1.13,,-0.03,4.45,1699.19,0.559493,1699.19,Transit,2014,Unknown
Kepler-296 b,Kepler-296,10.86437311,0.0704,0.0,1.14,39.83075884000005,,3.0,4.09,363.0,88.58,3526.0,0.38,0.39,-1.509,-0.08,4.87,,,,Transit,2014,Unknown
Kepler-296 c,Kepler-296,5.8416217,0.0465,0.0,1.38,55.43993971999991,,1.2,9.38,446.0,89.94,3526.0,0.38,0.39,-1.509,-0.08,4.87,,,,Transit,2014,Unknown
Kepler-296 d,Kepler-296,19.85028349,0.1052,0.0,1.52,58.10412973999971,,1.9,1.83,297.0,89.77,3526.0,0.38,0.39,-1.509,-0.08,4.87,,,,Transit,2014,Unknown
Kepler-296 e,Kepler-296,34.141975,0.151,0.0,1.06,61.5762661399997,,4.1,0.89,248.0,89.93,3526.0,0.38,0.39,-1.569,-0.08,4.87,,,,Transit,2014,Unknown
Kepler-296 f,Kepler-296,63.3354719,0.2279,0.0,1.18,117.23183237999989,,3.2,0.39,202.0,89.99,3526.0,0.38,0.39,-1.569,-0.08,4.87,,,,Transit,2014,Unknown
Kepler-297 b,Kepler-297,38.86840425,0.21905,0.0,2.788,48.5,48.5,,15.0,509.0,89.97,5693.0,0.88,0.93,-0.096,-0.11,4.55,692.14,1.41601,692.14,Transit,2014,Mini-Neptune
Kepler-297 c,Kepler-297,74.92771752,0.33923,0.0,6.353,42.1,42.1,,6.3,409.0,89.47,5693.0,0.88,0.93,-0.096,-0.11,4.55,692.14,1.41601,692.14,Transit,2014,Unknown
Kepler-297 d,Kepler-297,150.0209961,0.53898,0.0,7.119,367.9388348400005,,,2.5,325.0,89.4,5618.0,0.9,0.85,-0.096,-0.22,4.46,692.14,1.41601,692.14,Transit,2023,Unknown
Kepler-298 b,Kepler-298,10.47548644,0.0811,0.0,2.326,75.88464690000005,,,24.71,540.0,88.61,4549.0,0.69,0.72,-0.733,-0.24,4.61,518.204,1.90121,518.204,Transit,2014,Unknown
Kepler-298 c,Kepler-298,22.92886314,0.1367,0.0,2.297,84.74756678,,,8.7,416.0,89.15,4465.0,0.68,0.72,-0.733,-0.24,4.61,518.204,1.90121,518.204,Transit,2014,Unknown
Kepler-298 d,Kepler-298,77.47394661,0.3078,0.0,2.904,239.86962121999983,,,1.72,277.0,89.57,4549.0,0.69,0.72,-0.733,-0.24,4.61,518.204,1.90121,518.204,Transit,2014,Unknown
Kepler-299 b,Kepler-299,2.9271467,0.04012,0.0,1.293,144.11490423999985,,,549.2,1258.0,89.72,5631.0,1.0,1.0,-0.044,0.12,4.44,1052.24,0.921755,1052.24,Transit,2014,Unknown
Kepler-299 c,Kepler-299,6.88595559,0.07096,0.0,2.104,129.1784331200003,,,175.2,946.0,78.69,5678.0,0.97,1.0,-0.044,0.12,4.44,1052.24,0.921755,1052.24,Transit,2014,Unknown
Kepler-299 d,Kepler-299,15.05500668,0.11951,0.0,1.835,109.31116552000027,,,61.7,729.0,89.2,5631.0,1.0,1.0,-0.044,0.12,4.44,1052.24,0.921755,1052.24,Transit,2014,Unknown
Kepler-299 e,Kepler-299,38.2860832,0.22272,0.0,1.813,118.27511076000012,,,17.8,534.0,89.85,5631.0,1.0,1.0,-0.044,0.12,4.44,1052.24,0.921755,1052.24,Transit,2014,Unknown
Kepler-30 b,Kepler-30,29.1598615,0.18202,0.0,1.803,8.8,8.8,6.7,16.2,524.0,89.38,5464.0,0.82,0.94,-0.237,0.16,4.35,914.221,1.06573,914.221,Transit,2012,Hot Super-Earth
Kepler-30 c,Kepler-30,60.32488611,0.29552,0.0,12.159,527.7,527.7,1.3,6.1,411.0,89.83,5464.0,0.82,0.94,-0.237,0.16,4.35,914.221,1.06573,914.221,Transit,2012,Unknown
Kepler-30 d,Kepler-30,143.2063518,0.52594,0.0,8.845,23.1,23.1,0.19,1.9,308.0,89.83,5464.0,0.82,0.94,-0.237,0.16,4.35,914.221,1.06573,914.221,Transit,2012,Unknown
Kepler-300 b,Kepler-300,10.44641752,0.0926,0.0,3.474,218.7922461000001,,,265.19,812.0,84.3,5886.0,1.42,1.07,0.34,-0.26,4.16,1098.45,0.881653,1098.45,Transit,2014,Unknown
Kepler-300 c,Kepler-300,40.71474195,0.2293,0.0,3.502,244.2064380400004,,,43.25,516.0,88.74,5886.0,1.42,1.07,0.34,-0.26,4.16,1098.45,0.881653,1098.45,Transit,2014,Unknown
Kepler-301 b,Kepler-301,2.50856212,0.03641,0.0,1.422,141.11643187999982,,,611.8,1278.0,89.94,5627.92,0.96,1.0,-0.08,0.187,4.47,719.166,1.36182,719.166,Transit,2014,Unknown
Kepler-301 c,Kepler-301,5.41911291,0.06084,0.0,1.478,121.70730674000012,,,218.7,989.0,87.99,5627.92,0.96,1.0,-0.08,0.187,4.47,719.166,1.36182,719.166,Transit,2014,Unknown
Kepler-301 d,Kepler-301,13.75130391,0.1132,0.0,2.09,106.61462688000026,,,63.3,725.0,89.21,5627.92,0.96,1.0,-0.08,0.187,4.47,719.166,1.36182,719.166,Transit,2014,Unknown
Kepler-302 b,Kepler-302,30.18269915,0.19112,0.0,3.411,139.1641874400001,,,28.5,634.0,89.98,5756.0,1.06,1.03,0.049,0.18,4.4,1402.58,0.685099,1402.58,Transit,2014,Unknown
Kepler-302 c,Kepler-302,127.28254631,0.49896,0.0,11.066,465.9237223600002,,,4.2,392.0,89.51,5756.0,1.06,1.03,0.049,0.18,4.4,1402.58,0.685099,1402.58,Transit,2014,Unknown
Kepler-303 b,Kepler-303,1.93703854,0.0242,0.0,1.062,103.09063833999971,,,145.44,802.0,89.41,4066.55,0.62,0.64,-1.021,-0.414,4.65,209.738,4.73901,209.738,Transit,2014,Unknown
Kepler-303 c,Kepler-303,7.06117317,0.0574,0.0,1.489,71.79961447999996,,,25.85,521.0,88.38,4066.55,0.62,0.64,-1.021,-0.414,4.65,209.738,4.73901,209.738,Transit,2014,Unknown
Kepler-304 b,Kepler-304,3.29572965,0.03917,0.0,2.768,106.91744296000002,,,136.0,875.0,88.89,4677.0,0.71,0.75,-0.662,0.03,4.61,434.684,2.2721,434.684,Transit,2014,Unknown
Kepler-304 c,Kepler-304,5.31594758,0.05388,0.0,2.046,83.05824168000001,,,71.9,746.0,88.47,4677.0,0.71,0.75,-0.662,0.03,4.61,434.684,2.2721,434.684,Transit,2014,Unknown
Kepler-304 d,Kepler-304,9.65355708,0.0802,0.0,2.374,73.12454314000007,,,32.4,611.0,89.67,4677.0,0.71,0.75,-0.662,0.03,4.61,434.684,2.2721,434.684,Transit,2014,Unknown
Kepler-304 e,Kepler-304,1.49914723,0.02317,0.0,1.042,116.84494374000003,,,388.4,1137.0,87.54,4677.0,0.71,0.75,-0.662,0.03,4.61,434.684,2.2721,434.684,Transit,2016,Unknown
Kepler-305 b,Kepler-305,5.49,0.05746,0.005,2.829,7.2,7.2,,107.6,836.0,84.98,5090.0,0.79,0.83,-0.423,0.09,4.52,868.477,1.12405,868.477,Transit,2013,Unknown
Kepler-305 c,Kepler-305,8.29,0.07568,0.0,2.495,4.5,4.5,,62.1,728.0,83.45,5090.0,0.79,0.83,-0.423,0.09,4.52,868.477,1.12405,868.477,Transit,2013,Unknown
Kepler-305 d,Kepler-305,16.74,0.12091,0.0,2.76,6.2,6.2,1.63203,24.3,576.0,89.27,5090.0,0.79,0.83,-0.423,0.09,4.52,868.477,1.12405,868.477,Transit,2014,Unknown
Kepler-305 e,Kepler-305,3.20538,0.04017,0.0,1.794,159.02789111999994,,,220.4,1000.0,87.1,4974.0,0.83,0.82,-0.423,0.09,4.52,868.477,1.12405,868.477,Transit,2020,Unknown
Kepler-306 b,Kepler-306,4.6461992,0.04955,0.0,1.639,147.59732973999994,,,125.3,830.0,83.18,4948.0,0.79,0.81,-0.469,-0.13,4.55,775.679,1.26103,775.679,Transit,2014,Unknown
Kepler-306 c,Kepler-306,7.2400374,0.06659,0.0,2.332,130.6525399800001,,,69.4,716.0,88.29,4948.0,0.79,0.81,-0.469,-0.13,4.55,775.679,1.26103,775.679,Transit,2014,Unknown
Kepler-306 d,Kepler-306,17.32683114,0.11916,0.0,2.317,132.7157289800001,,,21.7,535.0,88.0,4948.0,0.79,0.81,-0.469,-0.13,4.55,775.679,1.26103,775.679,Transit,2014,Unknown
Kepler-306 e,Kepler-306,44.84074828,0.22455,0.0,2.473,140.58132387999984,,,6.1,390.0,88.5,4948.0,0.79,0.81,-0.469,-0.13,4.55,775.679,1.26103,775.679,Transit,2014,Unknown
Kepler-307 b,Kepler-307,10.41572924,0.09359,0.0,2.908,8.8,8.8,1.8,82.5,797.0,88.23,5559.0,0.92,1.01,-0.122,0.23,4.47,575.581,1.70862,575.581,Transit,2013,Unknown
Kepler-307 c,Kepler-307,13.08424096,0.10896,0.0,2.719,3.9,3.9,1.1,60.9,739.0,88.37,5559.0,0.92,1.01,-0.122,0.23,4.47,575.581,1.70862,575.581,Transit,2013,Unknown
Kepler-308 b,Kepler-308,9.69501793,0.089,0.0,2.033,115.76874426000026,,,108.64,833.0,89.36,5705.0,0.9,1.02,-0.116,-0.1,4.54,1335.92,0.722385,1335.92,Transit,2014,Unknown
Kepler-308 c,Kepler-308,15.38249784,0.1211,0.0,2.083,115.47382492000015,,,58.68,714.0,89.97,5705.0,0.9,1.02,-0.116,-0.1,4.54,1335.92,0.722385,1335.92,Transit,2014,Unknown
Kepler-309 b,Kepler-309,5.92367007,0.0599,0.0,1.553,75.78911658,,,71.7,531.0,89.85,4714.0,0.77,0.75,-0.574,0.26,4.54,544.568,1.80766,544.568,Transit,2014,Unknown
Kepler-309 c,Kepler-309,105.35646851,0.40811,0.0,3.155,243.89661746,,,1.5,204.0,89.71,4714.0,0.77,0.75,-0.574,0.26,4.54,544.568,1.80766,544.568,Transit,2014,Unknown
Kepler-31 b,Kepler-31,20.86021267,0.15019,0.0,5.496,280.74292336,,,80.0,781.0,89.88,6088.0,1.21,1.04,0.301,-0.09,4.25,1664.64,0.572219,1664.64,Transit,2011,Unknown
Kepler-31 c,Kepler-31,42.63416177,0.24192,0.0,5.204,29.5,29.5,,30.9,615.0,89.85,6088.0,1.21,1.04,0.301,-0.09,4.25,1664.64,0.572219,1664.64,Transit,2011,Unknown
Kepler-31 d,Kepler-31,87.64710222,0.39117,0.0,4.23,2161.244,2161.244,,11.8,484.0,89.89,6011.2,1.3,1.11,0.301,-0.131,4.25,1664.64,0.572219,1664.64,Transit,2014,Unknown
Kepler-310 b,Kepler-310,13.93064656,0.10757,0.0,1.189,80.01505478000003,,,48.1,665.0,87.46,5490.0,0.84,0.96,-0.239,-0.12,4.57,602.268,1.63167,602.268,Transit,2014,Unknown
Kepler-310 c,Kepler-310,56.47603581,0.2735,0.0,3.273,167.3945016799999,,,7.4,417.0,88.81,5490.0,0.84,0.96,-0.239,-0.12,4.57,602.268,1.63167,602.268,Transit,2014,Unknown
Kepler-310 d,Kepler-310,92.87512229,0.38088,0.0,2.336,7.0,7.0,3.3,3.8,353.0,88.82,5490.0,0.84,0.96,-0.239,-0.12,4.57,602.268,1.63167,602.268,Transit,2014,Unknown
Kepler-311 b,Kepler-311,9.1761224,0.08566,0.0,1.659,154.08562479999983,,,191.7,960.0,89.63,5841.2,1.22,1.05,0.193,-0.095,4.29,778.654,1.25545,778.654,Transit,2014,Unknown
Kepler-311 c,Kepler-311,19.74070039,0.1427,0.0,1.544,171.10838433999993,,,69.1,744.0,88.06,5841.2,1.22,1.05,0.193,-0.095,4.29,778.654,1.25545,778.654,Transit,2014,Unknown
Kepler-311 d,Kepler-311,232.0469971,0.73783,0.0,2.073,366.9193042600008,,,2.6,327.0,89.7,5903.0,1.16,0.97,0.193,-0.1,4.3,778.654,1.25545,778.654,Transit,2023,Unknown
Kepler-312 b,Kepler-312,1.77241008,0.03141,0.0,1.463,241.22814934,,,3765.0,1685.0,89.94,6158.44,1.75,1.17,0.598,0.121,4.02,797.72,1.22517,797.72,Transit,2014,Unknown
Kepler-312 c,Kepler-312,19.74736302,0.15667,0.0,3.642,261.0456183200005,,,151.5,754.0,89.06,6158.44,1.75,1.17,0.598,0.121,4.02,797.72,1.22517,797.72,Transit,2014,Unknown
Kepler-313 b,Kepler-313,14.97039854,0.12331,0.0,2.682,201.5000455800001,,,142.4,883.0,88.91,5709.0,1.51,1.11,,0.26,4.12,,,,Transit,2014,Unknown
Kepler-313 c,Kepler-313,32.27625196,0.20573,0.0,2.393,221.2901962000004,,,51.1,683.0,88.5,5709.0,1.51,1.11,,0.26,4.12,,,,Transit,2014,Unknown
Kepler-314 b,Kepler-314,2.46106655,0.035555,0.0,0.78,196.87974589999965,,,476.2,1195.0,85.4,5219.54,0.94,0.99,-0.226,0.322,4.44,268.881,3.69041,268.881,Transit,2014,Unknown
Kepler-314 c,Kepler-314,5.96040108,0.064121,0.0,2.767,172.72378657999982,,,146.4,890.0,85.57,5219.54,0.94,0.99,-0.226,0.322,4.44,268.881,3.69041,268.881,Transit,2014,Unknown
Kepler-315 b,Kepler-315,96.105471,0.38627,0.0,4.564,378.37522478000034,,,6.6,409.0,88.26,5683.0,1.02,0.83,0.004,-0.27,4.45,1160.63,0.833682,1160.63,Transit,2014,Unknown
Kepler-315 c,Kepler-315,265.467621,0.7605,0.0,4.325,367.0854241000004,,,1.7,291.0,89.31,5683.0,1.02,0.83,0.004,-0.27,4.45,1160.63,0.833682,1160.63,Transit,2014,Unknown
Kepler-316 b,Kepler-316,2.24049791,0.0281,0.0,1.451,100.20189597999992,,,164.78,837.0,87.63,4256.0,0.7,0.67,-0.836,-0.32,4.57,384.938,2.56924,384.938,Transit,2014,Unknown
Kepler-316 c,Kepler-316,6.82776344,0.059,0.0,1.598,69.87457159999998,,,37.38,577.0,89.09,4256.0,0.7,0.67,-0.836,-0.32,4.57,384.938,2.56924,384.938,Transit,2014,Unknown
Kepler-317 b,Kepler-317,5.52421777,0.0583,0.0,1.898,109.8,109.8,,151.65,976.0,87.89,5317.0,0.93,0.92,-0.208,0.16,4.47,940.584,1.03535,940.584,Transit,2014,Unknown
Kepler-317 c,Kepler-317,8.77519484,0.0794,0.0,1.609,119.49218396000022,,,81.76,837.0,88.45,5317.0,0.93,0.92,-0.208,0.16,4.47,940.584,1.03535,940.584,Transit,2014,Unknown
Kepler-318 b,Kepler-318,4.66271796,0.05594,0.0,3.893,125.66187946000022,,,321.7,1039.0,87.66,5940.12,0.95,1.08,0.004,0.332,4.52,489.141,2.01555,489.141,Transit,2014,Unknown
Kepler-318 c,Kepler-318,11.81500401,0.10398,0.0,3.034,106.7954340000002,,,93.3,762.0,87.15,5940.12,0.95,1.08,0.004,0.332,4.52,489.141,2.01555,489.141,Transit,2014,Unknown
Kepler-319 b,Kepler-319,4.36275831,0.05109,0.0,1.526,87.20732742,,,238.3,1023.0,86.03,5589.32,0.87,0.99,-0.181,-0.015,4.56,503.436,1.95761,503.436,Transit,2014,Unknown
Kepler-319 c,Kepler-319,6.94135704,0.06963,0.0,2.456,76.58424512000005,,,128.3,876.0,86.78,5589.32,0.87,0.99,-0.181,-0.015,4.56,503.436,1.95761,503.436,Transit,2014,Unknown
Kepler-319 d,Kepler-319,31.78221016,0.19199,0.0,2.148,59.311298039999954,,,16.9,528.0,89.85,5589.32,0.87,0.99,-0.181,-0.015,4.56,503.436,1.95761,503.436,Transit,2014,Unknown
Kepler-32 b,Kepler-32,5.90127815,0.051,0.0,2.231,9.4,9.4,,22.02,514.0,89.92,3731.0,0.57,0.57,-1.212,-0.02,4.67,323.847,3.05948,323.847,Transit,2011,Hot Super-Earth
Kepler-32 c,Kepler-32,8.75209691,0.0664,0.0,2.112,7.7,7.7,,12.99,451.0,89.97,3731.0,0.57,0.57,-1.212,-0.02,4.67,323.847,3.05948,323.847,Transit,2011,Hot Super-Earth
Kepler-32 d,Kepler-32,22.7809011,0.1256,0.0,2.504,92.8551049199998,,,3.63,328.0,89.99,3791.0,0.57,0.57,-1.212,-0.02,4.67,323.847,3.05948,323.847,Transit,2012,Unknown
Kepler-32 e,Kepler-32,2.89602274,0.0318,0.0,1.418,96.8051938999998,,,56.65,652.0,89.65,3791.0,0.57,0.57,-1.212,-0.02,4.67,323.847,3.05948,323.847,Transit,2012,Unknown
Kepler-32 f,Kepler-32,0.74295905,0.0128,0.0,1.697,112.00782563999984,,,349.64,1026.0,88.93,3791.0,0.57,0.57,-1.212,-0.02,4.67,323.847,3.05948,323.847,Transit,2012,Unknown
Kepler-320 b,Kepler-320,8.37160502,0.08263,0.0,1.258,181.94975426,,,288.5,1292.0,71.53,6134.0,1.25,1.07,0.374,-0.06,4.19,826.613,1.181,826.613,Transit,2014,Unknown
Kepler-320 c,Kepler-320,17.9346563,0.13732,0.0,1.687,188.47762972000007,,,104.6,1002.0,80.93,6134.0,1.25,1.07,0.374,-0.06,4.19,826.613,1.181,826.613,Transit,2014,Unknown
Kepler-321 b,Kepler-321,4.91538579,0.05705,0.0,1.652,75.58814572000006,,,292.6,1042.0,87.7,5762.08,0.99,1.03,-0.008,0.121,4.46,384.542,2.57183,384.542,Transit,2014,Unknown
Kepler-321 c,Kepler-321,13.09391017,0.10962,0.0,2.073,59.77115813999992,,,79.2,752.0,87.96,5762.08,0.99,1.03,-0.008,0.121,4.46,384.542,2.57183,384.542,Transit,2014,Unknown
Kepler-322 b,Kepler-322,1.6538917,0.02652,0.0,0.937,100.61551371999998,,,710.9,1373.0,88.21,5330.0,0.84,0.92,-0.288,0.12,4.55,400.48,2.46817,400.48,Transit,2014,Unknown
Kepler-322 c,Kepler-322,4.33723745,0.05042,0.0,1.549,72.52623316000003,,,196.4,996.0,89.77,5330.0,0.84,0.92,-0.288,0.12,4.55,400.48,2.46817,400.48,Transit,2014,Unknown
Kepler-323 b,Kepler-323,1.678328,0.02778,0.095,1.381,3.9,3.9,8.2,1900.0,1838.0,88.3,6004.0,1.12,1.01,0.151,-0.14,4.33,454.883,2.17012,454.883,Transit,2014,Unknown
Kepler-323 c,Kepler-323,3.5538229,0.0458,0.095,1.57,6.8,6.8,9.6,700.0,1431.0,88.7,6004.0,1.12,1.01,0.151,-0.14,4.33,454.883,2.17012,454.883,Transit,2014,Unknown
Kepler-324 b,Kepler-324,4.38538429,0.05065,0.0,1.15,80.54990756000001,,,182.7,935.0,88.5,5214.0,0.86,0.89,-0.308,0.18,4.52,501.574,1.96487,501.574,Transit,2014,Unknown
Kepler-324 c,Kepler-324,51.8096695,0.26279,0.0,3.374,97.03210297999996,,,6.8,410.0,89.75,5233.0,0.83,0.9,-0.308,0.18,4.52,501.574,1.96487,501.574,Transit,2014,Unknown
Kepler-324 e,Kepler-324,13.97939968,0.10972,0.0,2.039,62.42298897999995,,,38.9,635.0,88.6,5191.0,0.83,0.84,-0.308,0.08,4.53,501.574,1.96487,501.574,Transit,2021,Unknown
Kepler-325 b,Kepler-325,4.54445723,0.05213,0.0,2.427,151.75520291999987,,,203.8,1017.0,86.99,5585.15,0.8,0.99,-0.255,0.017,4.63,823.242,1.18607,823.242,Transit,2014,Unknown
Kepler-325 c,Kepler-325,12.76211573,0.10378,0.0,2.744,135.34669850000003,,,51.5,721.0,87.01,5585.15,0.8,0.99,-0.255,0.017,4.63,823.242,1.18607,823.242,Transit,2014,Unknown
Kepler-325 d,Kepler-325,38.71479726,0.21748,0.0,2.482,141.31503233999982,,,11.7,498.0,89.39,5585.15,0.8,0.99,-0.255,0.017,4.63,823.242,1.18607,823.242,Transit,2014,Unknown
Kepler-326 b,Kepler-326,2.24830252,0.03256,0.0,1.743,44.6,44.6,,723.8,1127.0,89.97,5179.81,1.04,0.88,-0.157,0.239,4.35,487.675,2.02308,487.675,Transit,2014,Unknown
Kepler-326 c,Kepler-326,4.58034082,0.05233,0.0,1.905,17.4,17.4,,280.4,889.0,88.6,5179.81,1.04,0.88,-0.157,0.239,4.35,487.675,2.02308,487.675,Transit,2014,Unknown
